Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,Temp,Rhum,Wdir,Wspd,Pres,stratum,pair_dist,y_a,y_b,lam
6.3776287209086595,2.351573614560943,ABCA,cotonou,6.4302,2.3471,5834.784856471765,21238.37353,17.0,150.0,167.0,570.0,10,14.230043888092041,175.16602202514957,1.4998109776896678,4.230043888092041,-0.0018777675015807871,3.517317617627007,-0.0018631280779636853,3.500364483114334,-5.5265426635742204e-05,0.013441895932408349,0,-1.0,5460.610276497623,0,1,0,3,1,30.0,52.0,20.0,13.0,1011.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.2269093490508841
6.3838695279007975,2.354950369176272,ABCA,cotonou,6.4302,2.3471,5196.683538938223,21238.37353,17.0,150.0,167.0,570.0,10,12.7606840133667,170.44149678471626,1.700058925079226,2.760684013366699,-0.0023854582702519792,3.4968722608990137,-0.0023262760222390847,3.4873551766432955,0.0036086206112893766,0.14894068215413972,1,-1.0,-1.0,0,0,1,13,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,340.0678431422958,81.1,79.4,0.6698139946825103
6.3788112252455695,2.3515937708848678,ABCA,cotonou,6.4302,2.3471,5704.689992287089,21238.37353,17.0,150.0,167.0,570.0,10,13.998159170150757,175.03317681479712,1.5363251434028256,3.998159170150757,-0.0019571757441415837,3.546997343413382,-0.001913660232240564,3.538367932912931,0.004202495319709335,0.13825491563765244,0,5441.7483693961,5464.612858343143,2,1,2,5,1,32.0,41.0,10.0,11.2,1010.0,cotonou/ABCA,390.776757083828,70.7,74.3,0.43715191887233074
6.380988894133403,2.3543896462258713,ABCA,cotonou,6.4302,2.3471,5501.589835743458,21238.37353,17.0,150.0,167.0,570.0,10,12.791569709777832,171.62549051387657,1.6055685083229587,2.791569709777832,-0.002233811741586347,3.421566915997742,-0.0022380466380226044,3.41236103768901,0.00066159510202293,0.021878499886377037,1,-1.0,-1.0,0,0,2,9,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,382.1302966248984,79.4,73.3,0.8326781960578374
6.3839250397653,2.356082811212127,ABCA,cotonou,6.4302,2.3471,5213.055968771333,21238.37353,17.0,150.0,167.0,570.0,10,13.170172929763794,169.08093072162683,1.6902260441263408,3.170172929763794,-0.0023057387158327745,3.4692383006667313,-0.0023140046638217802,3.450914106703729,-0.0017673413285359044,0.02755122773537372,1,-1.0,-1.0,0,0,0,16,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,340.0678431422958,79.4,81.1,0.7002651020022491
6.380070149361652,2.3545799573252424,ABCA,cotonou,6.4302,2.3471,5605.18391435707,21238.37353,17.0,150.0,167.0,570.0,10,12.838192224502563,171.56520719874254,1.5754335503931785,2.8381922245025635,-0.0022034969178678226,3.3941203351449776,-0.002170953086234064,3.3762846808345337,0.0012262900670369466,0.04671526901704233,1,-1.0,-1.0,0,0,0,11,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,129.29475120989903,73.3,76.2,0.31236664138204107
6.379759554500911,2.3516099355880837,ABCA,cotonou,6.4302,2.3471,5600.381611661378,21238.37353,17.0,150.0,167.0,570.0,10,13.44693374633789,174.92217981027022,1.570560645947287,3.4469337463378906,-0.0020766307329811422,3.567461465393396,-0.0018996568497673793,3.548890158611472,0.013125723481575391,0.2235859853904524,0,5443.256676664866,5465.703095950082,2,1,0,16,1,30.0,52.0,20.0,13.0,1011.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.8322598013952011
6.391987094772075,2.368271149626691,ABCA,cotonou,6.4302,2.3471,4831.532380379122,21238.37353,17.0,150.0,167.0,570.0,10,14.069230079650879,151.1631021960809,1.8129575588211877,4.069230079650879,-0.0023071047807139717,3.192282927075956,-0.002274760049301179,3.1836274018917723,0.0009977261225382486,0.036911739033635295,1,-1.0,-1.0,0,0,1,4,1,33.0,44.0,10.0,11.2,1008.0,cotonou/ABCA,307.08506585455837,66.0,65.5,0.8047643574968019
6.3797339757845135,2.3546760069187105,ABCA,cotonou,6.4302,2.3471,5643.524297859094,21238.37353,17.0,150.0,167.0,570.0,10,12.903472185134888,171.51454595568111,1.5640736146033063,2.9034721851348877,-0.002170953086234064,3.391866123577049,-0.0021707772690321824,3.3829644115742896,1.2816956622514045e-05,0.03820186543175349,1,-1.0,-1.0,0,0,0,13,1,32.0,41.0,10.0,11.2,1010.0,cotonou/ABCA,129.29475120989903,76.2,73.3,0.38747837903017446
6.377844914925834,2.351577299686236,ABCA,cotonou,6.4302,2.3471,5810.997640080295,21238.37353,17.0,150.0,167.0,570.0,10,14.23169231414795,175.14217869060258,1.50593136400022,4.231692314147949,-0.0018844744926086712,3.52584137753247,-0.001867811614964284,3.508838481499033,0.00024136437310112846,0.00966762653754779,0,5438.348492820636,5461.6390645243655,2,1,1,4,1,30.0,52.0,20.0,13.0,1011.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.2883281039302441
6.380397774685278,2.3535719371413686,ABCA,cotonou,6.4302,2.3471,5553.877726486999,21238.37353,17.0,150.0,167.0,570.0,10,12.96747374534607,172.64109985124765,1.5886471292552933,2.9674737453460693,-0.00219449864493476,3.445872233288945,-0.0021595462758273363,3.4367507145280163,0.002713137202792698,0.10190685320361095,1,-1.0,-1.0,0,0,0,7,1,32.0,41.0,10.0,11.2,1010.0,cotonou/ABCA,317.5550729640992,70.7,73.3,0.6824955039749755
6.380895158444272,2.354404533658851,ABCA,cotonou,6.4302,2.3471,5512.085339135474,21238.37353,17.0,150.0,167.0,570.0,10,12.791569709777832,171.62435594396675,1.6025129579251407,2.791569709777832,-0.0022464104230185823,3.4215452186489466,-0.0022260602229812235,3.403211294454809,0.0004814598295423719,0.018590021783819057,1,-1.0,-1.0,0,0,1,6,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,382.1302966248984,73.3,79.4,0.1397524836093098
6.3921020174415295,2.3666017466388314,ABCA,cotonou,6.4302,2.3471,4733.44069876287,21238.37353,17.0,150.0,167.0,570.0,10,13.641902208328247,153.03725499141672,1.8556690154297344,3.641902208328247,-0.0024346378237663936,3.243356142090035,-0.002397033870220184,3.2306326710936952,0.0016367250018649632,0.06021230944966356,1,-1.0,-1.0,0,0,1,8,1,33.0,44.0,10.0,11.2,1008.0,cotonou/ABCA,307.08506585455837,66.0,65.5,0.19990820247510832
6.383968895659537,2.356977471454562,ABCA,cotonou,6.4302,2.3471,5228.082640352962,21238.37353,17.0,150.0,167.0,570.0,10,12.458997011184692,168.01242913888586,1.693157934745823,2.4589970111846924,-0.0024292912710280647,3.4330891943581983,-0.002411851648128394,3.423510066278138,0.00014722347259521482,0.008381644010352001,1,-1.0,-1.0,0,0,0,14,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,340.0678431422958,81.1,79.4,0.007362269751005512
6.391990484368274,2.3682219112819056,ABCA,cotonou,6.4302,2.3471,4828.566150472845,21238.37353,17.0,150.0,167.0,570.0,10,14.021753787994385,151.21729043227492,1.8146333194840456,4.021753787994385,-0.002316455564791337,3.189708590518854,-0.002274760049301179,3.1809908004937126,0.0009977261225382486,0.04009658207956761,1,-1.0,-1.0,0,0,0,4,1,33.0,44.0,10.0,11.2,1008.0,cotonou/ABCA,307.08506585455837,66.0,65.5,0.7869243775021384
6.383870272371511,2.3549655563788288,ABCA,cotonou,6.4302,2.3471,5196.883423331831,21238.37353,17.0,150.0,167.0,570.0,10,12.7606840133667,170.4231961465764,1.6999935751731048,2.760684013366699,-0.0023854582702519792,3.4973530969098436,-0.0023262512871637503,3.487837610853072,0.0036100634906838743,0.14894068215413972,1,-1.0,-1.0,0,0,0,14,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,340.0678431422958,81.1,79.4,0.6648508565920321
