Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,Temp,Rhum,Wdir,Wspd,Pres,stratum,pair_dist,y_a,y_b,lam
6.377280959987018,2.3515676868179605,ABCA,cotonou,6.4302,2.3471,5873.050131990345,21238.37353,17.0,150.0,167.0,570.0,10,14.20168924331665,175.20397017976256,1.4903199604746158,4.20168924331665,-0.0018746752439453757,3.5094564041629925,-0.0018731138733204724,3.49252536240471,-0.0015951567948179507,0.030444384131874048,1,-1.0,-1.0,0,0,1,5,1,30.0,52.0,20.0,13.0,1011.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.12811363267554587
6.383902442109315,2.3556218190300395,ABCA,cotonou,6.4302,2.3471,5206.032629849096,21238.37353,17.0,150.0,167.0,570.0,10,13.238672256469727,169.6337669200616,1.6917517415017083,3.2386722564697266,-0.0022938896413050394,3.4870666982309033,-0.002329727823128734,3.4685041581334946,-0.001974934182543684,0.03249526482600288,1,-1.0,-1.0,0,0,0,12,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,340.0678431422958,81.1,79.4,0.45038593789556713
6.379044790954701,2.351597752118546,ABCA,cotonou,6.4302,2.3471,5678.997709588618,21238.37353,17.0,150.0,167.0,570.0,10,13.998159170150757,175.006217663568,1.5432722591419348,3.998159170150757,-0.0018618694604905699,3.5408339417224197,-0.0019341117790104639,3.532012029546367,0.005499727517515984,0.18328502477258196,0,5440.001813994708,5462.763327860795,2,1,1,9,1,32.0,41.0,10.0,11.2,1010.0,cotonou/ABCA,390.776757083828,70.7,74.3,0.37079802423258124
6.380668999037915,2.354440453093978,ABCA,cotonou,6.4302,2.3471,5537.408219665182,21238.37353,17.0,150.0,167.0,570.0,10,12.791360139846802,171.6216362080354,1.5951905375151696,2.7913601398468018,-0.002233462860641006,3.4123393943089466,-0.002213844938499192,3.394156612161001,0.0003756443659464518,0.018638641547067684,1,-1.0,-1.0,0,0,1,4,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,382.1302966248984,79.4,73.3,0.9267649888486018
6.3839165797680115,2.355910227267447,ABCA,cotonou,6.4302,2.3471,5210.369116762555,21238.37353,17.0,150.0,167.0,570.0,10,13.26603078842163,169.28772675741266,1.6900439611267102,3.266030788421631,-0.0022755128268565922,3.463757689526036,-0.0023216338236881936,3.4456015999518685,-0.0022149187073654928,0.049508748496560354,1,-1.0,-1.0,0,0,0,12,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,340.0678431422958,79.4,81.1,0.6438651200806645
6.379498506993136,2.3547432837162465,ABCA,cotonou,6.4302,2.3471,5670.381994666921,21238.37353,17.0,150.0,167.0,570.0,10,12.798988580703735,171.4794687131414,1.5577240162559904,2.7989885807037354,-0.002188750473477697,3.388526286472199,-0.002146697716333491,3.3708833895685317,0.001999274493640561,0.05330627054324077,1,-1.0,-1.0,0,0,0,9,1,31.3,40.0,44.0,11.1,1009.1,cotonou/ABCA,129.29475120989903,73.3,76.2,0.82276161327083
6.378390817979872,2.3515866048519296,ABCA,cotonou,6.4302,2.3471,5750.938073387487,21238.37353,17.0,150.0,167.0,570.0,10,14.172547817230225,175.08109493986933,1.5222399419299122,4.172547817230225,-0.001911170526852549,3.541527630157367,-0.0018773985152044444,3.524279465466991,0.0018766027208130236,0.04307182684098463,0,5439.765071420628,5462.814923418174,2,1,1,5,1,30.0,52.0,20.0,13.0,1011.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.44341419882733113
6.392096824642861,2.366677178872126,ABCA,cotonou,6.4302,2.3471,4737.760764714475,21238.37353,17.0,150.0,167.0,570.0,10,13.664859056472778,152.9509253130617,1.8537007925101183,3.6648590564727783,-0.002433015320849553,3.24123878535964,-0.002361518674310368,3.228500769124336,0.003530868783721808,0.07766882385131406,1,-1.0,-1.0,0,0,1,6,1,33.0,44.0,10.0,11.2,1008.0,cotonou/ABCA,307.08506585455837,66.0,65.5,0.2272387217847769
6.3799211349614575,2.354622532868155,ABCA,cotonou,6.4302,2.3471,5622.178362632728,21238.37353,17.0,150.0,167.0,570.0,10,12.838192224502563,171.5426655598975,1.5706737952870964,2.8381922245025635,-0.0021940751701382036,3.3861410842557316,-0.00214661581474438,3.3685193227744876,0.0015329996744791667,0.07363733559197666,1,-1.0,-1.0,0,0,0,12,1,32.0,41.0,10.0,11.2,1010.0,cotonou/ABCA,129.29475120989903,76.2,73.3,0.5545847870158348
6.377054636741486,2.351563829035366,ABCA,cotonou,6.4302,2.3471,5897.954608266957,21238.37353,17.0,150.0,167.0,570.0,10,14.18149995803833,175.22840234740647,1.4842258104222807,4.18149995803833,-0.0018695439817573943,3.5017811044898663,-0.00185365301480445,3.4849244932379806,-0.0006964683532714843,0.03230568404473972,1,-1.0,-1.0,0,0,2,4,1,30.0,52.0,20.0,13.0,1011.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.06381725610417532
6.380407934182039,2.353987025151899,ABCA,cotonou,6.4302,2.3471,5558.8712387733185,21238.37353,17.0,150.0,167.0,570.0,10,12.922895193099976,172.17322185233502,1.5876799065523488,2.9228951930999756,-0.00216516504053015,3.421758879961476,-0.002169188865667825,3.4126843840997574,0.0027771166242335065,0.08767211009515989,1,-1.0,-1.0,0,0,0,4,1,32.0,41.0,10.0,11.2,1010.0,cotonou/ABCA,317.5550729640992,70.7,73.3,0.8276311719925821
