Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,Temp,Rhum,stratum,pair_dist,y_a,y_b,lam
6.37946602471692,2.3542971822859,ABCA,cotonou,6.4302,2.3471,5666.78936397718,21238.37353,17.0,150.0,167.0,570.0,10,13.120643138885498,171.97516255716312,1.5554613110620512,3.120643138885498,-0.0021294864825927087,3.380258423547173,-0.0020748117468125937,3.3629080945535827,0.0032305488930424904,0.07895266782060882,1,-1.0,-1.0,0,0,0,15,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.8418812219811371
6.379678355439619,2.3536541235257236,ABCA,cotonou,6.4302,2.3471,5633.945306826234,21238.37353,17.0,150.0,167.0,570.0,10,13.240586280822754,172.65362134562554,1.5633057652325506,3.240586280822754,-0.0021227287062516443,3.427791481930216,-0.002025708351536449,3.4102919359922588,0.004729469994461294,0.08733819310260674,1,-1.0,-1.0,0,0,0,15,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.6396614860765623
6.377913026984317,2.3515784606872328,ABCA,cotonou,6.4302,2.3471,5803.503675180063,21238.37353,17.0,150.0,167.0,570.0,10,14.23169231414795,175.1346263402569,1.5078750501964902,4.231692314147949,-0.0018803732850512745,3.5251775001538213,-0.001867811614964284,3.5081806645288887,0.0004791339238484701,0.022702249455243628,0,5442.965370709958,-1.0,2,0,1,5,1,30.0,52.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.3076781205447472
6.38010657318006,2.3523572355118163,ABCA,cotonou,6.4302,2.3471,5570.18362543696,21238.37353,17.0,150.0,167.0,570.0,10,13.310178279876709,174.04565407807627,1.58047654471227,3.310178279876709,-0.00210294898999247,3.5129727808785476,-0.0020769659509050084,3.4944902526167296,0.00502163569132487,0.18523359523644875,1,-1.0,-1.0,0,0,0,12,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.23183506660891695
6.37947843024998,2.354259611242917,ABCA,cotonou,6.4302,2.3471,5664.848419041496,21238.37353,17.0,150.0,167.0,570.0,10,13.120643138885498,172.0145855006126,1.555993996246428,3.120643138885498,-0.0021279169884544573,3.391611815100716,-0.0020709348394150626,3.3741833882368044,0.00347737866401863,0.07895266782060882,1,-1.0,-1.0,0,0,0,16,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.8300664285902258
6.379644361753686,2.353757075831691,ABCA,cotonou,6.4302,2.3471,5639.14951514855,21238.37353,17.0,150.0,167.0,570.0,10,13.240586280822754,172.54447364527505,1.5618637504058326,3.240586280822754,-0.0021201765067762235,3.426738494618485,-0.0020415073327176283,3.409193395835326,0.0053162534544541765,0.1451031763215539,1,-1.0,-1.0,0,0,0,16,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.67203642506008
6.380051707921435,2.352523398866511,ABCA,cotonou,6.4302,2.3471,5578.165209932182,21238.37353,17.0,150.0,167.0,570.0,10,13.27737808227539,173.86554035928043,1.578552895044417,3.2773780822753906,-0.0021334182093770424,3.5039478315759145,-0.0020231605184160176,3.4856439882447896,0.008266341849449273,0.22336729176881362,1,-1.0,-1.0,0,0,1,12,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.2840876938714656
6.392112457905262,2.3664500851656727,ABCA,cotonou,6.4302,2.3471,4724.787785081398,21238.37353,17.0,150.0,167.0,570.0,10,13.5597083568573,153.21129899958464,1.8600607658144657,3.5597083568573,-0.002458453128106483,3.240685556418684,-0.0023970338702201843,3.2279247811534253,0.001932777961095174,0.08985377318819687,1,-1.0,-1.0,0,0,1,8,1,33.0,44.0,cotonou/ABCA,307.08506585455837,66.0,65.5,0.14495839335961003
6.378515557640352,2.3515887310961423,ABCA,cotonou,6.4302,2.3471,5737.215314254728,21238.37353,17.0,150.0,167.0,570.0,10,14.117422580718994,175.0669576956584,1.5264293735379744,4.117422580718994,-0.0019262766672505276,3.540298796608089,-0.0018994406286180086,3.5316998473059815,0.0024095086025889612,0.07960223562348298,0,5438.282251788549,5461.277102747486,2,1,1,4,1,30.0,52.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.4788516023728052
6.392070839361155,2.3670546492800684,ABCA,cotonou,6.4302,2.3471,4759.540741070548,21238.37353,17.0,150.0,167.0,570.0,10,13.756994485855103,152.5212670387906,1.8441160261506966,3.7569944858551025,-0.0023983871943501615,3.2459639179096182,-0.002351656611661733,3.234349769148692,0.0019565502802530925,0.08732921800700913,1,-1.0,-1.0,0,0,1,3,1,33.0,44.0,cotonou/ABCA,307.08506585455837,65.5,66.0,0.6359966376562964
6.380103265243814,2.3523672538330205,ABCA,cotonou,6.4302,2.3471,5570.6632694752025,21238.37353,17.0,150.0,167.0,570.0,10,13.310178279876709,174.0347801013612,1.5803405318751684,3.310178279876709,-0.0021049224694056697,3.513095694261572,-0.0020769659509050084,3.4946129550727787,0.00502163569132487,0.18523359523644875,1,-1.0,-1.0,0,0,0,12,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.23498548208189518
6.391990588823161,2.3682203939372384,ABCA,cotonou,6.4302,2.3471,4828.474811300794,21238.37353,17.0,150.0,167.0,570.0,10,14.021753787994385,151.21896136235398,1.814667623543386,4.021753787994385,-0.002316438036087716,3.189708590518854,-0.002274760049301179,3.1809908004937126,0.0009977261225382486,0.04009658207956761,1,-1.0,-1.0,0,0,0,4,1,33.0,44.0,cotonou/ABCA,307.08506585455837,65.5,66.0,0.21362538505849238
