Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,Temp,Rhum,stratum,pair_dist,y_a,y_b,lam
6.383859193004528,2.3547395372923674,ABCA,cotonou,6.4302,2.3471,5193.96418504422,21238.37353,17.0,150.0,167.0,570.0,10,12.7606840133667,170.69569102823448,1.7009484858455206,2.760684013366699,-0.0023854582702519797,3.476140116509328,-0.0023482918075843936,3.4663948213033122,0.0023243664661464006,0.07268659243774966,1,-1.0,-1.0,0,0,2,11,1,31.3,40.0,cotonou/ABCA,340.0678431422958,79.4,81.1,0.26128669685199746
6.383902456469883,2.355622111985625,ABCA,cotonou,6.4302,2.3471,5206.036937091597,21238.37353,17.0,150.0,167.0,570.0,10,13.238672256469727,169.6334151386111,1.6917503426352296,3.2386722564697266,-0.0022938896413050394,3.4870666982309033,-0.0023296703992552333,3.4685041581334946,-0.0019724075321096344,0.03249526482600288,1,-1.0,-1.0,0,0,0,12,1,31.3,40.0,cotonou/ABCA,340.0678431422958,79.4,81.1,0.549709799223808
6.382940394383396,2.35407970206852,ABCA,cotonou,6.4302,2.3471,5283.082572583288,21238.37353,17.0,150.0,167.0,570.0,10,12.357170820236206,171.65013371173973,1.6766446608524863,2.357170820236206,-0.002421017959292999,3.489121916679805,-0.0023439833835237184,3.4793171678135844,0.004568984172271762,0.12916555380965283,1,-1.0,-1.0,0,0,0,5,1,31.3,40.0,cotonou/ABCA,382.1302966248984,73.3,79.4,0.7412924657045831
6.380419430331665,2.3544567249794777,ABCA,cotonou,6.4302,2.3471,5564.9736087014235,21238.37353,17.0,150.0,167.0,570.0,10,12.793106079101562,171.64482398606174,1.5872750543497038,2.7931060791015625,-0.0022253438207026446,3.4040999291436234,-0.002194075170138203,3.3860701795774784,0.0003885209560394287,0.022631641330934062,1,-1.0,-1.0,0,0,0,1,1,31.3,40.0,cotonou/ABCA,317.5550729640992,73.3,70.7,0.008138119063800353
6.383919992913819,2.355979855441911,ABCA,cotonou,6.4302,2.3471,5211.444843459943,21238.37353,17.0,150.0,167.0,570.0,10,13.26603078842163,169.20427068024424,1.689695310907467,3.266030788421631,-0.0022774032403509665,3.465460178635824,-0.0023155080322270153,3.447316194941057,-0.001855538941643034,0.049508748496560354,1,-1.0,-1.0,0,0,0,17,1,31.3,40.0,cotonou/ABCA,340.0678431422958,79.4,81.1,0.6666194254610689
6.383920689022507,2.3559940560591617,ABCA,cotonou,6.4302,2.3471,5211.665611010924,21238.37353,17.0,150.0,167.0,570.0,10,13.26603078842163,169.18725403875158,1.6896237764516697,3.266030788421631,-0.00227776595266748,3.466661617343889,-0.0023497035557784565,3.4484287972705157,-0.0038616763233275966,0.06734258903584281,1,-1.0,-1.0,0,0,0,15,1,31.3,40.0,cotonou/ABCA,340.0678431422958,81.1,79.4,0.32873984994715344
6.382919193916789,2.3540830692014514,ABCA,cotonou,6.4302,2.3471,5285.45635917066,21238.37353,17.0,150.0,167.0,570.0,10,12.462743520736694,171.64985506391974,1.67474862278366,2.4627435207366943,-0.00225891857914316,3.48907282462543,-0.0023483620846177,3.4793171678135844,0.0043091812406955326,0.12916555380965283,1,-1.0,-1.0,0,0,0,5,1,31.3,40.0,cotonou/ABCA,382.1302966248984,79.4,73.3,0.2649429656503406
6.3802708507422965,2.3516186508649257,ABCA,cotonou,6.4302,2.3471,5544.152340236079,21238.37353,17.0,150.0,167.0,570.0,10,13.076376914978027,174.86060221008802,1.5903078675121114,3.0763769149780273,-0.002175082674159734,3.5838879671069357,-0.0020425433134293887,3.564790147026187,0.009608358864885772,0.22094745551917944,0,5444.157608648654,-1.0,2,0,0,14,1,32.0,41.0,cotonou/ABCA,390.776757083828,70.7,74.3,0.022485584574858053
6.380402709484437,2.353773558935553,ABCA,cotonou,6.4302,2.3471,5556.256369053231,21238.37353,17.0,150.0,167.0,570.0,10,12.962517023086548,172.4137329099592,1.5880184492463545,2.962517023086548,-0.0021953869464149613,3.4359179917861917,-0.002153980829774397,3.4268122296509618,0.0029951180312886034,0.08464594598346094,1,-1.0,-1.0,0,0,0,6,1,32.0,41.0,cotonou/ABCA,317.5550729640992,70.7,73.3,0.7529926348086052
6.376778767148332,2.3513657421040914,ABCA,cotonou,6.4302,2.3471,5926.570679222979,21238.37353,17.0,150.0,167.0,570.0,10,14.16728162765503,175.46268403722922,1.4771998685478571,4.167281627655029,-0.0018656130459739368,3.518936642705829,-0.0018499816258748369,3.50189821526155,-0.0009499589602152507,0.0465236821812012,1,-1.0,-1.0,0,0,1,5,1,28.4,51.0,cotonou/ABCA,208.9278317199207,70.6,74.3,0.8932648923579368
6.380390095434309,2.353258184887465,ABCA,cotonou,6.4302,2.3471,5550.352579807035,21238.37353,17.0,150.0,167.0,570.0,10,12.98811149597168,172.99528683607855,1.5894427175319967,2.9881114959716797,-0.0022012602328364958,3.460646389813429,-0.0021537695409913253,3.442253868622393,0.0031828478526702716,0.13822718813310192,1,-1.0,-1.0,0,0,0,6,1,32.0,41.0,cotonou/ABCA,317.5550729640992,70.7,73.3,0.5727919186940841
6.37897423366622,2.3515965494374926,ABCA,cotonou,6.4302,2.3471,5686.7588931677665,21238.37353,17.0,150.0,167.0,570.0,10,13.998159170150757,175.01438736860268,1.5411670461340492,3.998159170150757,-0.0019341276083027987,3.5408037842388804,-0.001926276667250527,3.5232218032581604,0.004017353057861328,0.187348313932422,0,5436.04006421047,-1.0,3,0,1,10,1,30.0,52.0,cotonou/ABCA,390.776757083828,74.3,70.7,0.6091572915399002
6.378953994004527,2.351596204443259,ABCA,cotonou,6.4302,2.3471,5688.9852436388865,21238.37353,17.0,150.0,167.0,570.0,10,13.998159170150757,175.0167267689386,1.5405642103010369,3.998159170150757,-0.0019427347567787952,3.54073882187995,-0.001926276667250527,3.5231568465083276,0.004017353057861328,0.187348313932422,0,5438.168258949397,-1.0,3,0,1,10,1,32.0,41.0,cotonou/ABCA,390.776757083828,70.7,74.3,0.39659261235034804
