Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,Temp,Rhum,stratum,pair_dist,y_a,y_b,lam
6.379432452758001,2.3547621563548566,ABCA,cotonou,6.4302,2.3471,5677.916560418125,21238.37353,17.0,150.0,167.0,570.0,10,12.798988580703735,171.46968834185486,1.555657941012039,2.7989885807037354,-0.002177857474276894,3.380340869253071,-0.0021509530880554992,3.3715664479343865,0.001728349160672718,0.05330627054324077,1,-1.0,-1.0,0,0,0,6,1,31.3,40.0,cotonou/ABCA,129.29475120989903,73.3,76.2,0.8817386089272451
6.383926872528428,2.356120199579927,ABCA,cotonou,6.4302,2.3471,5213.647098957864,21238.37353,17.0,150.0,167.0,570.0,10,13.170172929763794,169.03615846399032,1.690034515212519,3.170172929763794,-0.002301495580347582,3.4711843514649794,-0.0023124057272562093,3.4528645217632183,-0.000990322120653636,0.035577658623929184,1,-1.0,-1.0,0,0,0,15,1,31.3,40.0,cotonou/ABCA,340.0678431422958,79.4,81.1,0.7124835228518552
6.376407107634204,2.3499565331130214,ABCA,cotonou,6.4302,2.3471,5957.240984468216,21238.37353,17.0,150.0,167.0,570.0,10,14.2510666847229,176.97907861191607,1.4687926837960203,4.2510666847229,-0.0018361322444487656,3.5592931928796845,-0.0018277615061644493,3.541800897268911,-0.0006656209627787272,0.031915075970302194,1,-1.0,-1.0,0,0,0,10,1,30.0,52.0,cotonou/ABCA,208.9278317199207,74.3,70.6,0.8810257620762745
6.391995097313221,2.3681549021868844,ABCA,cotonou,6.4302,2.3471,4824.536367317461,21238.37353,17.0,150.0,167.0,570.0,10,14.021753787994385,151.29114191205343,1.8161480108560741,4.021753787994385,-0.002315549305937035,3.1904212079904024,-0.002274760049301179,3.1816939901532875,0.0009977261225382486,0.04009658207956761,1,-1.0,-1.0,0,0,0,4,1,33.0,44.0,cotonou/ABCA,307.08506585455837,65.5,66.0,0.23735428011437065
6.383898715881676,2.3555458039861903,ABCA,cotonou,6.4302,2.3471,5204.9217178947965,21238.37353,17.0,150.0,167.0,570.0,10,13.238672256469727,169.7250651363621,1.6921126104730961,3.2386722564697266,-0.0022938896413050394,3.468882842819595,-0.0022808840328996834,3.450320571895443,0.0010108828544616699,0.0652370552661777,1,-1.0,-1.0,0,0,0,11,1,31.3,40.0,cotonou/ABCA,340.0678431422958,79.4,81.1,0.5247725445066079
6.383896479377199,2.3555001792948635,ABCA,cotonou,6.4302,2.3471,5204.261369206906,21238.37353,17.0,150.0,167.0,570.0,10,13.133420467376709,169.7798811875574,1.693484938696702,3.133420467376709,-0.0023140528192922075,3.468794480359467,-0.0022808840328996834,3.450355862974766,0.0010108828544616699,0.055173045173072505,1,-1.0,-1.0,0,0,0,13,1,31.3,40.0,cotonou/ABCA,340.0678431422958,81.1,79.4,0.49013748533871915
6.380196834272251,2.352083873346896,ABCA,cotonou,6.4302,2.3471,5557.174571442598,21238.37353,17.0,150.0,167.0,570.0,10,13.068317174911499,174.3430831597068,1.586666210400721,3.068317174911499,-0.002176426345729486,3.5353326468578996,-0.0020823383843401357,3.5259481494594023,0.005707471092596097,0.18957277116246385,1,-1.0,-1.0,0,0,0,13,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.14587212166545405
6.380862031365021,2.354409795018497,ABCA,cotonou,6.4302,2.3471,5515.794549841625,21238.37353,17.0,150.0,167.0,570.0,10,12.791569709777832,171.6239560073234,1.6014358761264218,2.791569709777832,-0.0022482219524892857,3.4215452186489466,-0.002225386047954268,3.4032115734965114,0.0005232586812136216,0.0190170859895281,1,-1.0,-1.0,0,0,1,5,1,31.3,40.0,cotonou/ABCA,382.1302966248984,73.3,79.4,0.13000922500632495
6.3795987919205865,2.3538950873262223,ABCA,cotonou,6.4302,2.3471,5646.158400059105,21238.37353,17.0,150.0,167.0,570.0,10,13.24838137626648,172.3984722653795,1.5598468381199546,3.2483813762664795,-0.0019976486019144418,3.418412479692964,-0.002076656199956824,3.409632997927138,0.0030901585293050906,0.09820969169664323,1,-1.0,-1.0,0,0,0,16,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.7154362661075925
6.379663806308587,2.3546960553404035,ABCA,cotonou,6.4302,2.3471,5651.5276411694185,21238.37353,17.0,150.0,167.0,570.0,10,12.732263565063477,171.5040581146593,1.563594208351152,2.7322635650634766,-0.0022650450217285563,3.391799153443961,-0.0021726903036097867,3.382934883746995,-0.00010834189995909424,0.03820186543175349,1,-1.0,-1.0,0,0,0,12,1,31.3,40.0,cotonou/ABCA,129.29475120989903,73.3,76.2,0.6751729387611727
6.3794501866931235,2.3543451488722527,ABCA,cotonou,6.4302,2.3471,5669.271295074065,21238.37353,17.0,150.0,167.0,570.0,10,13.120643138885498,171.9248707816032,1.5547806852319244,3.120643138885498,-0.002131169173907427,3.37888610508409,-0.002078505801528978,3.3615530621930523,0.0029953607427660144,0.07895266782060882,1,-1.0,-1.0,0,0,0,15,1,32.0,41.0,cotonou/ABCA,371.72406814317804,70.7,76.2,0.8569650541675079
6.376397567819858,2.3499203613169604,ABCA,cotonou,6.4302,2.3471,5958.083586753039,21238.37353,17.0,150.0,167.0,570.0,10,14.2510666847229,177.01779038685368,1.4685850556166948,4.2510666847229,-0.001836132244448766,3.5593962137775645,-0.0018277615061644496,3.5418937364390253,-0.0006656209627787272,0.031915075970302194,1,-1.0,-1.0,0,0,0,11,1,30.0,52.0,cotonou/ABCA,208.9278317199207,74.3,70.6,0.9009003752966431
6.380392056179868,2.353338295348925,ABCA,cotonou,6.4302,2.3471,5551.232224247143,21238.37353,17.0,150.0,167.0,570.0,10,12.96747374534607,172.90481029847774,1.5894038286907626,2.9674737453460693,-0.0022058795978319814,3.46055574339205,-0.00214967791409416,3.4421614498675726,0.0034378925959269203,0.13126734401208662,1,-1.0,-1.0,0,0,0,5,1,32.0,41.0,cotonou/ABCA,317.5550729640992,70.7,73.3,0.6008025695540852
6.3798507569184855,2.354642640880433,ABCA,cotonou,6.4302,2.3471,5630.204979277359,21238.37353,17.0,150.0,167.0,570.0,10,12.903472185134888,171.53206665559503,1.5677718831753276,2.9034721851348877,-0.0021751130675312577,3.4008966900996622,-0.002177857474276894,3.3830628489348005,-0.0004355960422092015,0.04269731536073113,1,-1.0,-1.0,0,0,0,12,1,32.0,41.0,cotonou/ABCA,129.29475120989903,76.2,73.3,0.4917472486476867
